                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.66553,                0.43328,                0.97861,                0.96334,                0.95473,                0.98094,                0.86543,                0.53751,                0.32205,                0.89996,               0.004753,               0.004753,               0.004753
                     56,                0.65794,                0.42706,                0.97587,                0.96608,                0.95209,                0.98136,                0.86621,                0.53793,                0.32126,                0.89944,               0.004654,               0.004654,               0.004654
                     57,                0.66033,                0.42885,                0.97621,                0.96472,                0.95441,                0.98168,                0.86512,                0.53875,                 0.3197,                0.90002,               0.004555,               0.004555,               0.004555
                     58,                0.65736,                0.42715,                0.97398,                 0.9645,                0.95438,                0.98178,                0.86726,                0.53289,                0.31727,                0.89704,               0.004456,               0.004456,               0.004456
                     59,                0.65899,                0.42633,                0.97416,                0.96443,                 0.9547,                0.98138,                 0.8659,                0.53604,                0.31836,                0.89739,               0.004357,               0.004357,               0.004357
                     60,                0.65629,                0.42688,                 0.9734,                0.96361,                 0.9547,                0.98131,                0.86565,                0.53604,                 0.3181,                0.89748,               0.004258,               0.004258,               0.004258
                     61,                0.65755,                0.42549,                0.97401,                0.96428,                0.95188,                0.98064,                0.86413,                0.54858,                0.32424,                0.89758,               0.004159,               0.004159,               0.004159
                     62,                0.65365,                 0.4221,                0.97263,                0.96494,                 0.9537,                 0.9811,                0.86598,                0.53982,                0.31922,                0.89515,                0.00406,                0.00406,                0.00406
                     63,                0.65317,                0.42041,                0.97128,                0.96434,                0.95518,                0.98124,                0.86789,                0.53656,                0.31657,                0.89452,               0.003961,               0.003961,               0.003961
                     64,                 0.6542,                 0.4211,                0.97143,                0.96342,                 0.9571,                0.98141,                0.86779,                0.53257,                0.31563,                0.89414,               0.003862,               0.003862,               0.003862
