                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.63355,                0.50507,                0.98191,                 0.9128,                0.88527,                0.92895,                0.81078,                0.56931,                0.50118,                 0.9271,               0.007525,               0.007525,               0.007525
                     28,                0.63257,                0.50486,                0.98222,                0.95998,                0.94958,                0.97784,                 0.8888,                0.47369,                0.35696,                0.86698,               0.007426,               0.007426,               0.007426
                     29,                0.62923,                0.49983,                0.97963,                0.95394,                0.93619,                0.97321,                0.87614,                0.49734,                0.38286,                0.87847,               0.007327,               0.007327,               0.007327
                     30,                0.62796,                0.49894,                0.97869,                0.95951,                0.94883,                0.97892,                0.89137,                0.46797,                0.35277,                 0.8661,               0.007228,               0.007228,               0.007228
                     31,                0.62487,                0.49486,                0.97743,                0.62287,                 0.5333,                0.57403,                0.42681,                 1.0939,                  1.633,                 1.2936,               0.007129,               0.007129,               0.007129
                     32,                0.62751,                0.49474,                0.97795,                0.95878,                0.95072,                0.97853,                0.88977,                0.47098,                0.34881,                0.86633,                0.00703,                0.00703,                0.00703
                     33,                0.62306,                0.49105,                0.97676,                 0.9612,                0.95053,                0.97959,                0.89014,                0.47011,                0.34644,                0.86784,               0.006931,               0.006931,               0.006931
                     34,                0.62151,                0.48841,                0.97485,                0.96124,                0.95052,                0.97971,                0.89492,                0.46012,                0.33787,                0.86117,               0.006832,               0.006832,               0.006832
                     35,                0.62051,                0.48566,                0.97659,                0.95892,                0.94803,                0.97725,                0.88728,                0.47231,                0.35084,                0.86823,               0.006733,               0.006733,               0.006733
                     36,                 0.6175,                0.48299,                 0.9729,                0.96456,                0.95203,                0.97995,                  0.897,                0.45555,                0.33555,                0.85728,               0.006634,               0.006634,               0.006634
                     37,                0.61427,                0.47893,                0.97131,                0.96112,                0.94931,                0.97873,                0.87745,                0.53158,                0.36407,                0.87391,               0.006535,               0.006535,               0.006535
                     38,                0.61815,                0.48163,                  0.974,                0.96238,                0.95466,                0.98086,                0.89695,                0.45615,                0.32977,                0.85933,               0.006436,               0.006436,               0.006436
                     39,                0.61578,                0.47752,                0.97355,                0.96175,                0.94908,                0.97916,                0.89312,                0.46382,                0.34051,                0.86349,               0.006337,               0.006337,               0.006337
                     40,                0.61463,                0.47618,                0.97378,                0.96464,                0.95224,                0.98061,                0.89765,                0.45699,                0.33122,                0.85887,               0.006238,               0.006238,               0.006238
                     41,                0.61196,                0.47082,                0.97054,                0.96131,                0.95406,                0.97919,                 0.8844,                0.51492,                0.35438,                0.86833,               0.006139,               0.006139,               0.006139
                     42,                0.60872,                0.47052,                0.96933,                 0.9647,                0.95632,                0.98158,                0.89952,                 0.4525,                0.32403,                0.85617,                0.00604,                0.00604,                0.00604
                     43,                0.60854,                0.46813,                0.96962,                0.96468,                0.95345,                0.98012,                0.89561,                0.47156,                 0.3347,                0.85881,               0.005941,               0.005941,               0.005941
                     44,                0.61033,                0.46704,                0.96938,                0.96216,                0.95762,                0.98147,                 0.9009,                0.44591,                0.31982,                0.85517,               0.005842,               0.005842,               0.005842
                     45,                0.60926,                 0.4674,                0.96876,                0.96392,                0.95496,                0.98036,                0.88877,                0.50433,                0.34506,                0.86307,               0.005743,               0.005743,               0.005743
                     46,                0.60325,                0.46355,                0.96726,                0.96682,                0.95358,                0.98096,                0.89849,                0.46406,                0.32757,                0.85421,               0.005644,               0.005644,               0.005644
                     47,                0.60322,                0.46139,                0.96569,                0.96342,                0.95761,                0.98107,                0.89474,                0.47647,                0.33161,                0.85718,               0.005545,               0.005545,               0.005545
                     48,                0.60034,                0.45961,                0.96492,                0.96519,                0.95674,                0.98181,                0.90247,                0.44541,                0.31696,                0.85338,               0.005446,               0.005446,               0.005446
                     49,                0.60082,                0.45745,                0.96347,                0.96565,                0.95541,                0.98131,                0.89963,                0.46616,                0.32484,                0.85391,               0.005347,               0.005347,               0.005347
                     50,                0.60224,                 0.4598,                 0.9663,                0.96267,                0.95701,                 0.9817,                0.90105,                0.44836,                0.31927,                0.85305,               0.005248,               0.005248,               0.005248
                     51,                0.59884,                0.45807,                0.96557,                0.96464,                0.95338,                0.97982,                0.88286,                0.52567,                0.34893,                0.86922,               0.005149,               0.005149,               0.005149
                     52,                0.59944,                0.45641,                 0.9654,                0.96599,                0.95791,                0.98248,                0.90513,                0.44568,                 0.3134,                0.85162,                0.00505,                0.00505,                0.00505
                     53,                0.59642,                0.45496,                0.96275,                0.96764,                0.95793,                0.98264,                0.90613,                0.43673,                0.30998,                 0.8503,               0.004951,               0.004951,               0.004951
                     54,                0.59564,                0.45189,                0.96194,                 0.9667,                0.95823,                 0.9829,                0.90669,                0.43893,                0.30872,                0.84915,               0.004852,               0.004852,               0.004852
                     55,                0.59575,                 0.4506,                0.96277,                0.96668,                0.95778,                0.98262,                0.90372,                0.44392,                0.31161,                0.85148,               0.004753,               0.004753,               0.004753
                     56,                0.59317,                 0.4489,                0.96096,                0.96571,                0.95838,                0.98234,                0.90076,                0.46454,                0.31931,                0.85232,               0.004654,               0.004654,               0.004654
                     57,                0.59281,                0.44827,                0.96026,                0.96731,                0.95947,                0.98337,                0.90564,                 0.4404,                0.30679,                0.84806,               0.004555,               0.004555,               0.004555
                     58,                0.59179,                0.44589,                0.96059,                0.96775,                0.95765,                0.98272,                0.90551,                0.44489,                0.30828,                0.84776,               0.004456,               0.004456,               0.004456
                     59,                0.59007,                0.44437,                0.95919,                0.96735,                0.95875,                0.98276,                0.90662,                0.43855,                0.30506,                 0.8476,               0.004357,               0.004357,               0.004357
                     60,                0.59117,                0.44505,                0.96057,                0.96747,                0.95684,                0.98225,                0.90083,                0.46866,                0.31833,                0.85141,               0.004258,               0.004258,               0.004258
                     61,                0.59263,                0.44548,                0.96025,                0.96644,                0.95871,                0.98324,                0.90727,                0.43752,                0.30365,                 0.8473,               0.004159,               0.004159,               0.004159
                     62,                 0.5878,                0.44172,                0.95932,                0.96627,                0.95641,                0.98195,                0.90187,                0.46567,                0.31624,                0.85001,                0.00406,                0.00406,                0.00406
                     63,                0.58557,                0.43815,                 0.9569,                0.96709,                0.95802,                0.98277,                0.90567,                0.44789,                0.30665,                0.84805,               0.003961,               0.003961,               0.003961
                     64,                0.58508,                0.43664,                0.95666,                0.96838,                0.95842,                 0.9831,                0.90754,                0.43497,                0.30083,                0.84676,               0.003862,               0.003862,               0.003862
                     65,                 0.5843,                0.43697,                0.95772,                0.96851,                0.95849,                0.98313,                0.90791,                0.43456,                0.30051,                 0.8463,               0.003763,               0.003763,               0.003763
                     66,                0.58504,                0.43546,                0.95538,                0.96932,                0.95882,                0.98315,                0.90845,                0.43251,                0.29916,                 0.8449,               0.003664,               0.003664,               0.003664
                     67,                0.58098,                0.43342,                0.95485,                0.96807,                0.96018,                0.98309,                0.90851,                0.43351,                0.29908,                0.84427,               0.003565,               0.003565,               0.003565
                     68,                0.58128,                0.43195,                 0.9554,                 0.9697,                0.95731,                0.98278,                0.90661,                0.44546,                0.30329,                0.84517,               0.003466,               0.003466,               0.003466
                     69,                0.57783,                0.43046,                0.95443,                0.96791,                0.95927,                0.98304,                0.90835,                0.43487,                0.29909,                0.84456,               0.003367,               0.003367,               0.003367
                     70,                0.57899,                   0.43,                0.95471,                0.96914,                0.95965,                0.98336,                0.90899,                0.43319,                0.29719,                0.84439,               0.003268,               0.003268,               0.003268
                     71,                0.57883,                0.42662,                0.95415,                0.96762,                0.96176,                 0.9836,                0.90916,                0.43367,                0.29694,                0.84526,               0.003169,               0.003169,               0.003169
                     72,                0.57683,                0.42634,                0.95254,                0.96919,                0.95928,                0.98318,                0.90885,                0.43511,                0.29788,                0.84384,                0.00307,                0.00307,                0.00307
                     73,                0.57669,                0.42532,                0.95313,                0.96967,                0.96051,                0.98352,                0.90937,                0.43272,                0.29609,                0.84378,               0.002971,               0.002971,               0.002971
                     74,                0.57671,                0.42489,                0.95323,                0.96963,                0.96049,                0.98373,                0.90977,                0.43219,                0.29577,                0.84335,               0.002872,               0.002872,               0.002872
                     75,                0.57449,                0.42358,                0.95139,                0.96928,                0.96017,                0.98366,                0.90968,                0.43173,                0.29575,                0.84334,               0.002773,               0.002773,               0.002773
                     76,                0.57197,                0.42281,                0.95222,                0.96857,                0.96074,                0.98354,                0.90938,                0.43313,                0.29616,                0.84345,               0.002674,               0.002674,               0.002674
                     77,                0.57184,                0.42006,                0.95213,                0.96777,                0.96242,                0.98363,                0.91017,                0.43079,                0.29502,                0.84306,               0.002575,               0.002575,               0.002575
                     78,                 0.5712,                0.41868,                0.94975,                0.96616,                0.96281,                0.98357,                0.90976,                0.43184,                0.29547,                0.84295,               0.002476,               0.002476,               0.002476
                     79,                0.57041,                0.41873,                0.94995,                0.96772,                0.96196,                0.98356,                0.90992,                0.43188,                0.29505,                0.84271,               0.002377,               0.002377,               0.002377
                     80,                0.56598,                0.41476,                0.94808,                0.96743,                0.96234,                0.98376,                 0.9103,                0.43054,                0.29387,                0.84263,               0.002278,               0.002278,               0.002278
                     81,                 0.5684,                0.41545,                0.95108,                0.96742,                0.96239,                 0.9837,                0.91013,                0.43117,                0.29431,                0.84268,               0.002179,               0.002179,               0.002179
                     82,                0.56898,                0.41503,                0.94991,                0.96807,                0.96187,                 0.9836,                0.91032,                0.43152,                0.29444,                0.84235,                0.00208,                0.00208,                0.00208
                     83,                0.56356,                0.41148,                0.94666,                0.96778,                0.96208,                0.98377,                 0.9106,                0.43017,                0.29359,                0.84181,               0.001981,               0.001981,               0.001981
                     84,                 0.5653,                0.41143,                0.94695,                0.96842,                0.96187,                0.98377,                 0.9108,                0.42929,                0.29306,                0.84144,               0.001882,               0.001882,               0.001882
                     85,                0.56334,                0.40949,                0.94705,                0.96883,                  0.961,                0.98382,                 0.9107,                0.42998,                0.29312,                0.84163,               0.001783,               0.001783,               0.001783
                     86,                0.56225,                0.40934,                 0.9464,                0.96825,                0.96124,                0.98385,                 0.9109,                0.42929,                0.29247,                0.84152,               0.001684,               0.001684,               0.001684
                     87,                0.56116,                0.40823,                0.94725,                0.96837,                0.96114,                0.98374,                0.91075,                 0.4297,                0.29258,                0.84145,               0.001585,               0.001585,               0.001585
                     88,                 0.5615,                 0.4074,                0.94628,                0.96906,                0.96032,                0.98376,                0.91039,                 0.4305,                0.29277,                0.84138,               0.001486,               0.001486,               0.001486
                     89,                0.55892,                0.40411,                0.94441,                0.96837,                0.96104,                 0.9837,                0.91052,                0.43029,                 0.2925,                0.84137,               0.001387,               0.001387,               0.001387
                     90,                0.55739,                0.40352,                0.94578,                0.96891,                0.96057,                0.98373,                0.91072,                0.43002,                0.29219,                0.84131,               0.001288,               0.001288,               0.001288
                     91,                0.49814,                 0.3413,                0.90331,                0.96968,                0.96021,                0.98384,                0.91111,                0.42907,                 0.2915,                0.84103,               0.001189,               0.001189,               0.001189
                     92,                0.49185,                0.33247,                0.90182,                0.96974,                0.96051,                0.98388,                0.91144,                0.42859,                0.29104,                 0.8408,                0.00109,                0.00109,                0.00109
                     93,                0.48867,                0.32886,                0.90027,                0.96879,                0.96156,                0.98387,                0.91178,                 0.4281,                0.29072,                 0.8404,               0.000991,               0.000991,               0.000991
                     94,                0.48908,                 0.3284,                0.90148,                0.97071,                 0.9598,                  0.984,                0.91208,                0.42756,                0.29049,                0.84001,               0.000892,               0.000892,               0.000892
                     95,                0.48511,                0.32494,                0.89753,                0.96931,                0.96186,                0.98408,                0.91213,                 0.4272,                0.29002,                0.83981,               0.000793,               0.000793,               0.000793
                     96,                0.48471,                0.32389,                0.89907,                0.96938,                0.96188,                0.98395,                0.91231,                0.42716,                0.28991,                0.83974,               0.000694,               0.000694,               0.000694
                     97,                0.48249,                0.32148,                0.89752,                0.96997,                0.96134,                0.98403,                0.91241,                0.42677,                0.28973,                0.83941,               0.000595,               0.000595,               0.000595
                     98,                0.48265,                0.32103,                0.89779,                0.97072,                0.96062,                0.98403,                0.91253,                0.42681,                0.28948,                0.83932,               0.000496,               0.000496,               0.000496
                     99,                0.48048,                0.31888,                0.89744,                0.97174,                0.95984,                0.98412,                0.91282,                0.42652,                0.28938,                 0.8391,               0.000397,               0.000397,               0.000397
                    100,                0.47732,                0.31569,                0.89469,                0.97203,                0.96001,                 0.9841,                0.91258,                0.42662,                0.28915,                 0.8391,               0.000298,               0.000298,               0.000298
